trial_id,persona_id,risk_tolerance,decision_style,risk_posture,exploration_style,winner,chip_delta,pot_size,strategy_basis,reward
texas-holdem_web__hRZkKVd,0125,Risk-tolerant,Intuitive,balanced,quick_pick,opponent,-140,280,hand_strength,1.0
texas-holdem_web__hVGQKBA,0643,Risk-averse,Analytical,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__hWRJPBx,0938,Cautious,Analytical,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__hdLJ6wJ,0311,Cautious,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__hgj3XM4,0221,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-10,30,pot_control,1.0
texas-holdem_web__hm2CzKz,0583,Risk-averse,Deliberative,risk_averse,compared_multiple,opponent,-140,340,pot_odds,1.0
texas-holdem_web__hq9XtLy,0149,Cautious,Deliberative,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__hraRdeu,0023,Balanced,Directive,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__hsycxp7,0326,Balanced,Intuitive,balanced,compared_multiple,opponent,-200,460,pot_odds,1.0
texas-holdem_web__hzMD98A,0420,Risk-seeking,Directive,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__i3JGh6r,0734,Balanced,Deliberative,balanced,compared_multiple,player,70,140,hand_strength,1.0
texas-holdem_web__i7fQzDN,0434,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-10,30,bluff,1.0
texas-holdem_web__iA5Xi9J,0012,Risk-seeking,Intuitive,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__iECoRDt,0290,Balanced,Directive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__iEggm7W,0394,Risk-averse,Deliberative,risk_averse,compared_multiple,opponent,-20,100,pot_odds,1.0
texas-holdem_web__iHjZoK2,0628,Balanced,Deliberative,balanced,compared_multiple,player,330,660,hand_strength,1.0
texas-holdem_web__iJ9NnGd,0327,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-190,440,hand_strength,1.0
texas-holdem_web__iNCHoe7,0608,Balanced,Analytical,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__iPj3P4U,0877,Balanced,Analytical,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__iTzEHfh,0581,Balanced,Consensus-driven,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__iWyYg3h,0688,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-140,340,pot_odds,1.0
texas-holdem_web__iXEJSGy,0473,Risk-averse,Intuitive,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__iZ5ppr7,0269,Risk-averse,Intuitive,opportunistic,quick_pick,player,20,80,position_play,1.0
texas-holdem_web__ib3J49C,0109,Balanced,Deliberative,balanced,quick_pick,player,140,280,hand_strength,1.0
texas-holdem_web__ibcm4ro,0064,Cautious,Consensus-driven,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__ibisoFa,0974,Risk-seeking,Intuitive,opportunistic,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__ifa7Bsb,0683,Risk-seeking,Directive,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__iiZdq3H,0045,Balanced,Analytical,balanced,compared_multiple,opponent,-280,560,hand_strength,1.0
texas-holdem_web__imiM9pD,0556,Cautious,Deliberative,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__iud6d7M,0267,Risk-seeking,Analytical,opportunistic,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__ixeocf6,0445,Cautious,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__j4PiZhr,0243,Balanced,Consensus-driven,balanced,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__j7psX48,0826,Balanced,Consensus-driven,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__jBZ82DY,0614,Risk-tolerant,Directive,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__jFF3E3X,0417,Balanced,Intuitive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jJbFWRQ,0840,Risk-seeking,Directive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__jL7MjBH,0806,Balanced,Intuitive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jP9PTdf,0708,Risk-seeking,Directive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__jPdG5wS,0352,Cautious,Analytical,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__jQZULzK,0214,Cautious,Directive,balanced,quick_pick,opponent,-200,400,hand_strength,1.0
texas-holdem_web__jRLmsGw,0959,Risk-averse,Intuitive,risk_averse,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__jaxT4oF,0595,Risk-averse,Consensus-driven,risk_averse,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__jeXSCoj,0239,Cautious,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jg4DTu5,0231,Risk-averse,Directive,risk_averse,deep_research,player,20,80,hand_strength,1.0
texas-holdem_web__jgkxJUk,0056,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__jh8RkjA,0079,Risk-tolerant,Deliberative,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jj26y2p,0589,Cautious,Analytical,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__jkyZdoD,0658,Risk-tolerant,Analytical,opportunistic,quick_pick,player,320,640,hand_strength,1.0
texas-holdem_web__jpH6dm9,0340,Cautious,Consensus-driven,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__jpwp6nt,0903,Risk-seeking,Deliberative,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jvnbUw7,0998,Balanced,Deliberative,balanced,compared_multiple,opponent,-190,440,pot_odds,1.0
texas-holdem_web__jxFjw2e,0777,Risk-tolerant,Analytical,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__k5YB5jV,0298,Risk-averse,Consensus-driven,risk_averse,quick_pick,player,20,60,bluff,1.0
texas-holdem_web__k5gt2T8,0132,Balanced,Intuitive,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__k9PmWap,0092,Risk-seeking,Directive,risk_seeking,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__kCXTnSU,0579,Risk-averse,Analytical,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__kCvhDwA,0748,Cautious,Consensus-driven,risk_averse,hesitant,opponent,-20,40,hand_strength,1.0
texas-holdem_web__kEso5vM,0253,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__kJiFZbs,0750,Risk-seeking,Analytical,opportunistic,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__kLoaYVe,0856,Balanced,Deliberative,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__kNM6P2H,0244,Risk-tolerant,Directive,balanced,quick_pick,opponent,-80,220,hand_strength,1.0
texas-holdem_web__kR9gF9a,0659,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-50,160,hand_strength,1.0
texas-holdem_web__kS4Kk6j,0013,Risk-seeking,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__kWuK7JD,0213,Risk-tolerant,Deliberative,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__kZouLNB,0474,Risk-seeking,Analytical,risk_seeking,compared_multiple,player,20,80,bluff,1.0
texas-holdem_web__kaMznEP,0983,Cautious,Intuitive,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__kbs9RUv,0083,Risk-seeking,Deliberative,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__kiUvjhi,0885,Cautious,Intuitive,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__kk8c8RV,0409,Balanced,Consensus-driven,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__knry8UP,0920,Balanced,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__krzGLzy,0099,Cautious,Analytical,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__kudrA6L,0873,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__kw2cxcA,0753,Risk-averse,Intuitive,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__kxK9ryE,0407,Risk-seeking,Consensus-driven,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__kzQvvLZ,0127,Risk-averse,Intuitive,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__m2fobrh,0565,Cautious,Consensus-driven,balanced,compared_multiple,opponent,-320,640,hand_strength,1.0
texas-holdem_web__m2hydRB,0330,Cautious,Deliberative,balanced,compared_multiple,player,250,500,hand_strength,1.0
texas-holdem_web__m4foyAU,0665,Cautious,Deliberative,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__m4ygHp2,0508,Risk-seeking,Intuitive,risk_seeking,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__mJe2z7X,0769,Balanced,Consensus-driven,balanced,compared_multiple,player,20,100,pot_odds,1.0
texas-holdem_web__mM2vihZ,0863,Risk-seeking,Consensus-driven,risk_seeking,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__mPSeFRV,0300,Cautious,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__mQxDo8o,0479,Risk-tolerant,Deliberative,opportunistic,compared_multiple,player,340,680,hand_strength,1.0
texas-holdem_web__mTLEvnN,0348,Balanced,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__mTsMv2Y,0314,Balanced,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__mbRALVw,0435,Risk-averse,Intuitive,risk_averse,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__mfhDevX,0559,Risk-averse,Intuitive,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__mh7aP9j,0469,Risk-seeking,Intuitive,risk_seeking,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__mjTA5DU,0758,Risk-tolerant,Intuitive,opportunistic,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__mkoopoY,0781,Risk-averse,Consensus-driven,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__mn8jSEn,0338,Cautious,Intuitive,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__moK4rAj,0383,Risk-averse,Consensus-driven,balanced,compared_multiple,player,70,200,hand_strength,1.0
texas-holdem_web__mp3QKtY,0627,Risk-averse,Analytical,risk_averse,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__mpYsy8z,0014,Cautious,Directive,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__mrH96e3,0676,Balanced,Directive,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__msDTAiX,0293,Risk-seeking,Consensus-driven,risk_seeking,quick_pick,opponent,-80,160,hand_strength,1.0
texas-holdem_web__muEqWd2,0666,Risk-seeking,Directive,risk_seeking,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__n3ARZzK,0086,Balanced,Directive,balanced,compared_multiple,opponent,-260,520,hand_strength,1.0
texas-holdem_web__nDcpgV8,0226,Risk-seeking,Analytical,risk_seeking,quick_pick,player,80,240,hand_strength,1.0
texas-holdem_web__nPcqJGS,0491,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-220,500,hand_strength,1.0
texas-holdem_web__nQ5caVw,0961,Balanced,Directive,opportunistic,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__nUScDTD,0145,Balanced,Deliberative,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__nUoktCB,0059,Risk-averse,Consensus-driven,risk_averse,deep_research,opponent,-320,640,hand_strength,1.0
texas-holdem_web__nZtEivF,0744,Risk-averse,Intuitive,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__naWPuo6,0517,Risk-averse,Analytical,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__ncvTqHr,0421,Risk-tolerant,Consensus-driven,risk_seeking,quick_pick,player,70,240,hand_strength,1.0
texas-holdem_web__nkHtxPP,0251,Balanced,Consensus-driven,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__nmTvpqt,0465,Risk-tolerant,Deliberative,risk_seeking,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__nneVbmL,0756,Risk-seeking,Consensus-driven,risk_seeking,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__noUV5nu,0211,Cautious,Intuitive,risk_averse,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__np8Mczj,0747,Risk-tolerant,Intuitive,balanced,compared_multiple,opponent,-260,520,pot_odds,1.0
texas-holdem_web__nqrbPF8,0448,Balanced,Analytical,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__nx7jTiY,0062,Cautious,Deliberative,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__nyyzhRL,0018,Balanced,Consensus-driven,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__o7o8ncm,0106,Risk-tolerant,Consensus-driven,balanced,compared_multiple,tie,0,160,hand_strength,1.0
texas-holdem_web__o87EWFb,0071,Balanced,Consensus-driven,balanced,compared_multiple,tie,0,160,hand_strength,1.0
texas-holdem_web__o8imbjq,0770,Balanced,Deliberative,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__oAntpCr,0154,Balanced,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__oFNzx2f,0547,Risk-tolerant,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__oGLwdF3,0895,Balanced,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__oGyGmat,0633,Risk-seeking,Analytical,risk_seeking,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__oSWGRqL,0303,Risk-seeking,Analytical,balanced,quick_pick,player,260,520,hand_strength,1.0
texas-holdem_web__oVvHRGb,0042,Cautious,Analytical,opportunistic,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__oXX2wsz,0324,Cautious,Analytical,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__oYhqXgv,0986,Risk-seeking,Deliberative,risk_seeking,compared_multiple,player,380,760,hand_strength,1.0
texas-holdem_web__oefPWin,0011,Risk-seeking,Intuitive,balanced,deep_research,opponent,-20,40,hand_strength,1.0
texas-holdem_web__ofDvn7Y,0668,Risk-tolerant,Intuitive,opportunistic,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__ojskEkV,0372,Risk-seeking,Directive,risk_seeking,quick_pick,player,70,220,hand_strength,1.0
texas-holdem_web__ony2NCC,0985,Balanced,Deliberative,opportunistic,deep_research,opponent,-80,220,hand_strength,1.0
texas-holdem_web__orfGsfD,0031,Risk-tolerant,Intuitive,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__oxMQN8L,0286,Cautious,Deliberative,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__ozi5uag,0776,Risk-seeking,Directive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__p8jA4iH,0368,Risk-averse,Deliberative,balanced,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__p9itYHf,0755,Cautious,Deliberative,balanced,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__pC4H3Ya,0100,Risk-seeking,Consensus-driven,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__pCUD5Ky,0783,Cautious,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__pDwtbat,0484,Cautious,Consensus-driven,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__pMTDHR2,0592,Risk-seeking,Consensus-driven,risk_seeking,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__pRhMnZ4,0167,Cautious,Directive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__pWMt6at,0377,Risk-tolerant,Consensus-driven,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__pWgPnuq,0095,Risk-averse,Analytical,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__paL3GVW,0115,Risk-tolerant,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__paXnNUs,0155,Balanced,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__pbUfsrT,0241,Cautious,Consensus-driven,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__pcbLdrL,0456,Cautious,Intuitive,balanced,quick_pick,opponent,-140,340,hand_strength,1.0
texas-holdem_web__pgErMoz,0346,Cautious,Deliberative,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__phBMQtN,0745,Risk-seeking,Deliberative,balanced,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__piJMJSx,0971,Risk-tolerant,Deliberative,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__piUp8xf,0954,Risk-seeking,Intuitive,opportunistic,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__pkDG2Dh,0192,Risk-seeking,Deliberative,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__pqXFojM,0044,Cautious,Analytical,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__psFZwam,0698,Risk-seeking,Directive,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__q4ENvhg,0515,Risk-tolerant,Directive,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__q5T3BZ4,0080,Balanced,Intuitive,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__qBpXEC5,0892,Balanced,Analytical,balanced,compared_multiple,opponent,-10,30,hand_strength,1.0
texas-holdem_web__qCWDxm4,0467,Risk-seeking,Consensus-driven,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__qChwCcP,0505,Balanced,Intuitive,balanced,compared_multiple,player,140,280,hand_strength,1.0
texas-holdem_web__qGQZ53t,0526,Cautious,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__qGQiSo9,0175,Cautious,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__qJBAsCp,0315,Balanced,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__qQkGEx3,0207,Balanced,Analytical,balanced,compared_multiple,opponent,-160,380,hand_strength,1.0
texas-holdem_web__qRWhYfG,0800,Risk-seeking,Directive,risk_seeking,compared_multiple,opponent,-190,440,hand_strength,1.0
texas-holdem_web__qUcncfP,0723,Balanced,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__qcqGD6G,0085,Risk-seeking,Intuitive,risk_seeking,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__qeTTDwf,0443,Risk-tolerant,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__qkRLpaZ,0380,Risk-seeking,Deliberative,balanced,compared_multiple,tie,0,40,hand_strength,1.0
texas-holdem_web__qkdsjBj,0506,Cautious,Deliberative,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__qqofeok,0584,Risk-seeking,Intuitive,risk_seeking,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__quSxskB,0888,Balanced,Consensus-driven,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__qxxFrVf,0302,Risk-seeking,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__r3iV4PP,0036,Risk-tolerant,Deliberative,opportunistic,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__rA7JgzN,0116,Risk-tolerant,Consensus-driven,risk_seeking,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__rCACCeb,0638,Risk-seeking,Consensus-driven,opportunistic,compared_multiple,player,20,70,bluff,1.0
texas-holdem_web__rETgM8h,0343,Risk-tolerant,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rEjKxwF,0884,Cautious,Consensus-driven,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rFU3aNY,0875,Risk-seeking,Analytical,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__rGfFhc3,0084,Cautious,Intuitive,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__rKmuRMz,0801,Cautious,Deliberative,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rMAze6A,0510,Balanced,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rQ4UMHM,0258,Risk-tolerant,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rQyBJYU,0003,Balanced,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rSZyF9a,0535,Balanced,Deliberative,balanced,compared_multiple,player,250,500,hand_strength,1.0
texas-holdem_web__rVDo5Lb,0355,Balanced,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rYfzSv6,0296,Cautious,Intuitive,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__rfqC6ox,0732,Balanced,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rkc3rRn,0598,Risk-tolerant,Analytical,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rvZThtX,0865,Balanced,Deliberative,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__rwPG4N6,0500,Risk-seeking,Analytical,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__s2vg4Cf,0949,Risk-seeking,Analytical,risk_seeking,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__s6bdjG6,0089,Cautious,Consensus-driven,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__sABuqCp,0174,Balanced,Analytical,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__sDD3RRN,0223,Risk-tolerant,Deliberative,opportunistic,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__sEcwGvD,0580,Balanced,Analytical,opportunistic,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__sFhxvxH,0516,Risk-tolerant,Intuitive,balanced,deep_research,opponent,-20,40,hand_strength,1.0
texas-holdem_web__sQG6WB4,0161,Risk-tolerant,Analytical,balanced,compared_multiple,tie,0,40,pot_odds,1.0
texas-holdem_web__sV7w5DF,0336,Balanced,Intuitive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__sX6XH8r,0557,Risk-seeking,Analytical,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__sY7B7vk,0894,Balanced,Consensus-driven,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__sY7W2aA,0963,Cautious,Consensus-driven,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__sYGjob5,0681,Balanced,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__samk3Vh,0606,Risk-averse,Analytical,risk_averse,deep_research,opponent,-10,30,pot_control,1.0
texas-holdem_web__se6ySrS,0232,Risk-seeking,Intuitive,risk_seeking,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__sfx93TY,0798,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__sheFUFm,0810,Balanced,Deliberative,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__siUnnWT,0957,Cautious,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__snV4Zr9,0158,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__soRAwvD,0451,Risk-tolerant,Deliberative,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__sou44ws,0543,Risk-averse,Deliberative,risk_averse,quick_pick,tie,0,160,hand_strength,1.0
texas-holdem_web__ss8NKSV,0040,Risk-averse,Consensus-driven,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__ssv79Up,0138,Cautious,Directive,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__t2zX9kE,0944,Risk-seeking,Intuitive,risk_seeking,quick_pick,opponent,-80,220,hand_strength,1.0
texas-holdem_web__t3C8mK7,0799,Cautious,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__t7ryv3c,0587,Cautious,Directive,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__tNHGpCq,0687,Balanced,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__tPJKnKQ,0662,Risk-seeking,Analytical,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__tVyg4ZK,0784,Risk-averse,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__tYsNvfB,0703,Risk-tolerant,Directive,balanced,compared_multiple,player,260,520,hand_strength,1.0
texas-holdem_web__tdAWaME,0979,Risk-seeking,Directive,risk_seeking,hesitant,opponent,-200,400,hand_strength,1.0
texas-holdem_web__tdVuzzK,0675,Risk-averse,Directive,risk_averse,hesitant,opponent,-20,100,hand_strength,1.0
texas-holdem_web__tjTqmD8,0942,Risk-averse,Deliberative,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__tqeMCmx,0673,Risk-tolerant,Consensus-driven,risk_seeking,quick_pick,player,200,400,hand_strength,1.0
texas-holdem_web__tsyPh2j,0862,Risk-seeking,Deliberative,risk_seeking,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__twJg7GA,0449,Balanced,Deliberative,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__u4Qckz9,0989,Balanced,Analytical,balanced,compared_multiple,opponent,-200,400,pot_odds,1.0
texas-holdem_web__u5xtx7Z,0200,Balanced,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__u6xt66Y,0304,Cautious,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
