attribute_name,attribute_label,attribute_type,value_type,allowed_values,module,schema_category,parents,required_context,source_of_distribution,constraint_type,is_core,description
horizonbench_dimension_26,HorizonBench_Support_Technique_Preferences,external_mapping,categorical,"[""Not Active"", ""Minimally Active"", ""Moderately Active"", ""Highly Active"", ""Dominant""]",external_dataset_mappings,External: Datasets,"[""source_dataset"", ""mapping_model""]",source_dataset_alignment,external persona datasets/model mapping,crosswalk_mapping,false,Preference evolution domain 'support_technique_preferences' from HorizonBench long-horizon personalization dataset.
horizonbench_dimension_27,HorizonBench_Technology_Assistance_Style_Preferences,external_mapping,categorical,"[""Not Active"", ""Minimally Active"", ""Moderately Active"", ""Highly Active"", ""Dominant""]",external_dataset_mappings,External: Datasets,"[""source_dataset"", ""mapping_model""]",source_dataset_alignment,external persona datasets/model mapping,crosswalk_mapping,false,Preference evolution domain 'technology_assistance_style_preferences' from HorizonBench long-horizon personalization dataset.
horizonbench_dimension_28,HorizonBench_Therapy_Discussion_Preferences,external_mapping,categorical,"[""Not Active"", ""Minimally Active"", ""Moderately Active"", ""Highly Active"", ""Dominant""]",external_dataset_mappings,External: Datasets,"[""source_dataset"", ""mapping_model""]",source_dataset_alignment,external persona datasets/model mapping,crosswalk_mapping,false,Preference evolution domain 'therapy_discussion_preferences' from HorizonBench long-horizon personalization dataset.
horizonbench_dimension_29,HorizonBench_Tone_Guideline_Preferences,external_mapping,categorical,"[""Not Active"", ""Minimally Active"", ""Moderately Active"", ""Highly Active"", ""Dominant""]",external_dataset_mappings,External: Datasets,"[""source_dataset"", ""mapping_model""]",source_dataset_alignment,external persona datasets/model mapping,crosswalk_mapping,false,Preference evolution domain 'tone_guideline_preferences' from HorizonBench long-horizon personalization dataset.
horizonbench_dimension_30,HorizonBench_Writing_Style_Preferences,external_mapping,categorical,"[""Not Active"", ""Minimally Active"", ""Moderately Active"", ""Highly Active"", ""Dominant""]",external_dataset_mappings,External: Datasets,"[""source_dataset"", ""mapping_model""]",source_dataset_alignment,external persona datasets/model mapping,crosswalk_mapping,false,Preference evolution domain 'writing_style_preferences' from HorizonBench long-horizon personalization dataset.
wildchat_state,WildChat_State,external_mapping,categorical,"[""Unknown"", ""Unlikely"", ""Possible"", ""Likely"", ""Confirmed""]",external_dataset_mappings,External: Datasets,"[""source_dataset"", ""mapping_model""]",source_dataset_alignment,external persona datasets/model mapping,crosswalk_mapping,false,U.S. state where user accessed WildChat (geographic dimension from IP geolocation).
wildchat_country,WildChat_Country,external_mapping,categorical,"[""Unknown"", ""Unlikely"", ""Possible"", ""Likely"", ""Confirmed""]",external_dataset_mappings,External: Datasets,"[""source_dataset"", ""mapping_model""]",source_dataset_alignment,external persona datasets/model mapping,crosswalk_mapping,false,Country where user accessed WildChat (geographic dimension from IP geolocation).
wildchat_hashed_ip,WildChat_HashedIP,external_mapping,categorical,"[""Unknown"", ""Unlikely"", ""Possible"", ""Likely"", ""Confirmed""]",external_dataset_mappings,External: Datasets,"[""source_dataset"", ""mapping_model""]",source_dataset_alignment,external persona datasets/model mapping,crosswalk_mapping,false,Privacy-preserving hashed IP address from WildChat (technical/geographic dimension).
code_comment_style,Code Comment Style,categorical,categorical,"[""Extensive inline comments"", ""Sparse inline comments"", ""Self-documenting code preference"", ""Mixed approach"", ""Docstring/documentation blocks only"", ""No comments""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,"Preference for inline comments, documentation blocks, or minimal commenting in code."
code_summary_documentation,Code Summary/TLDR Documentation,ordinal,ordinal,"[""Always includes file-level TLDR"", ""Always includes function-level TLDR"", ""Includes TLDR for complex functions only"", ""Rarely includes TLDR"", ""Never includes TLDR""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,"Whether developer includes a summary, TLDR, or executive overview at the beginning of files or functions."
code_naming_verbosity,Code Naming Verbosity,categorical,categorical,"[""Highly verbose (long descriptive names)"", ""Moderately verbose"", ""Mixed (context-dependent)"", ""Terse abbreviated names"", ""Single-letter names""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,"Style of naming variables, functions, and classes - verbose descriptive vs. terse abbreviated."
code_indentation_style,Indentation and Whitespace Style,categorical,categorical,"[""Tabs (flexible width)"", ""2 spaces"", ""4 spaces"", ""8 spaces"", ""Inconsistent/mixed""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,"Preference for indentation width, tabs vs spaces, and whitespace formatting."
code_structure_preference,Code Structure Preference,categorical,categorical,"[""Functional programming style"", ""Object-oriented design"", ""Procedural imperative"", ""Mixed paradigm"", ""Data-driven""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,"Preference for functional, object-oriented, procedural, or imperative programming paradigm."
code_function_length,Function/Method Length Preference,ordinal,ordered_bucket,"[""Very small functions (5-10 lines)"", ""Small functions (10-30 lines)"", ""Medium functions (30-100 lines)"", ""Large functions (100+ lines)"", ""Varies by context""]",work_career,Professional: Industry,"[""country"", ""age_bucket"", ""education_level"", ""employment_status""]",macro_profile,census/ACS/BLS/CPS/OES,local_conditional_macro,false,Preference for small focused functions vs larger multi-purpose functions.
code_error_handling,Error Handling Style,categorical,categorical,"[""Defensive with try/catch everywhere"", ""Explicit error returns/validation"", ""Graceful degradation and recovery"", ""Minimal error handling"", ""Silent failure tolerance""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,"Approach to error handling - try/catch blocks, explicit returns, graceful degradation, or silent failures."
code_abstraction_level,Abstraction and Generalization,categorical,categorical,"[""Highly abstract and generic"", ""Moderate abstraction"", ""Concrete problem-specific solutions"", ""Mixed approach"", ""No premature abstraction""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Tendency to create reusable abstractions and generic solutions vs solving specific problems directly.
code_dependencies_approach,Dependencies and Library Usage,categorical,categorical,"[""Lean on libraries (minimal custom code)"", ""Balance of libraries and custom"", ""Prefer custom implementations"", ""Use framework defaults"", ""Dependency minimalist""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Preference for using libraries and frameworks vs writing custom implementations.
code_performance_priority,Performance vs Readability Priority,categorical,categorical,"[""Performance-first optimization"", ""Readability-first then optimize if needed"", ""Balanced consideration"", ""Maintainability-first"", ""Premature optimization tendency""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Whether developer prioritizes code performance optimization or code readability and maintainability.
code_testing_approach,Testing and Code Coverage Approach,categorical,categorical,"[""Test-driven development (TDD)"", ""Comprehensive unit test coverage"", ""Mix of unit and integration tests"", ""Minimal testing"", ""No tests""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,"Stance on unit tests, integration tests, TDD, and test coverage requirements."
code_refactoring_frequency,Refactoring Frequency and Cleanliness,categorical,categorical,"[""Continuous refactoring (perfectionist)"", ""Regular refactoring cycles"", ""Refactor when necessary"", ""Rarely refactors"", ""Never refactors""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,"How often code is refactored, cleaned up, and how much tolerance for technical debt."
prog_python,Programming: Python,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Python.
prog_javascript,Programming: JavaScript,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in JavaScript.
prog_typescript,Programming: TypeScript,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in TypeScript.
prog_java,Programming: Java,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Java.
prog_c,Programming: C,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in C.
prog_go,Programming: Go,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Go.
prog_rust,Programming: Rust,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Rust.
prog_ruby,Programming: Ruby,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Ruby.
prog_php,Programming: PHP,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in PHP.
prog_swift,Programming: Swift,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Swift.
prog_kotlin,Programming: Kotlin,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Kotlin.
prog_objective_c,Programming: Objective-C,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Objective-C.
prog_scala,Programming: Scala,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Scala.
prog_haskell,Programming: Haskell,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Haskell.
prog_elixir,Programming: Elixir,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Elixir.
prog_erlang,Programming: Erlang,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Erlang.
prog_clojure,Programming: Clojure,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Clojure.
prog_lua,Programming: Lua,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Lua.
prog_perl,Programming: Perl,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Perl.
prog_r,Programming: R,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in R.
prog_julia,Programming: Julia,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Julia.
prog_matlab,Programming: MATLAB,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in MATLAB.
prog_sql,Programming: SQL,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in SQL.
prog_bash,Programming: Bash,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Bash.
prog_powershell,Programming: PowerShell,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in PowerShell.
prog_dart,Programming: Dart,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Dart.
prog_f,Programming: F#,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in F#.
prog_ocaml,Programming: OCaml,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in OCaml.
prog_assembly,Programming: Assembly,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Assembly.
prog_cobol,Programming: COBOL,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in COBOL.
prog_fortran,Programming: Fortran,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Fortran.
prog_solidity,Programming: Solidity,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in Solidity.
prog_graphql,Programming: GraphQL,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""None""]",technology_digital,Skills: Programming,"[""age_bucket"", ""education_level"", ""occupation_family"", ""urbanicity"", ""income_bucket""]",macro_profile + skills/work/behavior evidence,survey/inferred behavior/model-derived,module_conditional,false,Proficiency in GraphQL.
bfi2_domain_extraversion,BFI-2 Extraversion,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Big Five domain construct: Extraversion.
bfi2_domain_agreeableness,BFI-2 Agreeableness,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Big Five domain construct: Agreeableness.
bfi2_domain_conscientiousness,BFI-2 Conscientiousness,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Big Five domain construct: Conscientiousness.
bfi2_domain_negative_emotionality,BFI-2 Negative Emotionality,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Big Five domain construct: Negative Emotionality.
bfi2_domain_open_mindedness,BFI-2 Open-Mindedness,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Big Five domain construct: Open-Mindedness.
bfi2_facet_sociability,BFI-2 Sociability,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Extraversion facet construct: Sociability.
bfi2_facet_assertiveness,BFI-2 Assertiveness,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Extraversion facet construct: Assertiveness.
bfi2_facet_energy_level,BFI-2 Energy Level,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Extraversion facet construct: Energy Level.
bfi2_facet_compassion,BFI-2 Compassion,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Agreeableness facet construct: Compassion.
bfi2_facet_respectfulness,BFI-2 Respectfulness,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Agreeableness facet construct: Respectfulness.
bfi2_facet_trust,BFI-2 Trust,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Agreeableness facet construct: Trust.
bfi2_facet_organization,BFI-2 Organization,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Conscientiousness facet construct: Organization.
bfi2_facet_productiveness,BFI-2 Productiveness,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Conscientiousness facet construct: Productiveness.
bfi2_facet_responsibility,BFI-2 Responsibility,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Conscientiousness facet construct: Responsibility.
bfi2_facet_anxiety,BFI-2 Anxiety,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Negative Emotionality facet construct: Anxiety.
bfi2_facet_depression,BFI-2 Depression,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Negative Emotionality facet construct: Depression.
bfi2_facet_emotional_volatility,BFI-2 Emotional Volatility,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Negative Emotionality facet construct: Emotional Volatility.
bfi2_facet_intellectual_curiosity,BFI-2 Intellectual Curiosity,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Open-Mindedness facet construct: Intellectual Curiosity.
bfi2_facet_aesthetic_sensitivity,BFI-2 Aesthetic Sensitivity,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Open-Mindedness facet construct: Aesthetic Sensitivity.
bfi2_facet_creative_imagination,BFI-2 Creative Imagination,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Big Five,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,BFI-2 Open-Mindedness facet construct: Creative Imagination.
schwartz_value_self_direction,Schwartz Self-Direction,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Schwartz basic value construct: independent thought and action.
schwartz_value_stimulation,Schwartz Stimulation,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,"Schwartz basic value construct: excitement, novelty, and challenge."
schwartz_value_hedonism,Schwartz Hedonism,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Schwartz basic value construct: pleasure and sensuous gratification.
